word,type,translation
tuiskuttaa,all,flurries
tuiskutuuli,all,tuisku
tuiterissa,all,tipsy
tuittupää,all,spitfire
tuiverrus,all,storm
tuivertaa,all,dummy
tuivertaminen,wiki,drive
tujaus,all,slug
tukaani,wiki,toucan
tukaanit,wiki,toucan
tukahduttaa,all,to suppress
tukahtua,all,to dampen
tukala,all,ticklish
tukaluus,all,tail
tukankasvu,all,fatfall
tukankuivain,all,dryer
tukanleikkaus,all,chord
tukanleikkuu,all,haircut
tukanpesuaine,all,chunky detergent
tukanraja,all,whirlwind
tuke,all,stuffing
tukea,all,to support
tukehduttaa,all,to choke
tukehtua,all,to choke
tukehtumiskuolema,all,choking death
tukematon,wiki,to support
tukeminen,wiki,support
tukeutua,all,to rely on
tukeva,all,sturdy
tukevahko,wiki,sturdy
tukevasti,all,firmly
tukevatekoinen,all,sturdy
tukevuus,all,solidity
tukholmalainen,wiki,Stockholmer
tuki,all,assistance
tukiainen,all,subsidy
tukialue,all,power base
tukialus,all,mother ship
tukiasema,all,base station
tukiasunto,all,base
tukihenkilö,all,support person
tukihiukset,all,support
tukihoito,all,support
tukija,all,supporter
tukijalka,all,support leg
tukijärjestelmä,all,support system
tukijärjestö,all,support organization
tukikaari,all,flying buttress
tukikangas,all,buckram
tukikaulus,all,support
tukikenkä,all,tummy
tukikeppi,all,stake
tukikohta,all,base
tukikoti,all,support home
tukikudos,all,supporting tissue
tukikudossyöpä,all,support tissue
tukilakko,all,support
tukiliivi,all,vest
tukilinja,all,support line
tukimies,all,halfback
tukimiesketju,all,chain
tukinuitto,all,support mowing
tukiopettaja,all,support teacher
tukiopetus,all,support teaching
tukioppilas,all,Assistant
tukiosto,all,support
tukipaketti,all,support package
tukipalkki,all,support beam
tukipalkkio,all,subsidy
tukipalvelu,all,support service
tukipilari,all,buttress
tukipiste,all,fulcrum
tukipohja,all,backing
tukipuu,all,support tree
tukipylväs,all,pillar
tukipyörä,all,support wheel
tukirakenne,all,support structure
tukiranka,all,support frame
tukiranko,all,supporting
tukirauta,all,clamp
tukiryhmä,all,support group
tukiseiväs,all,support pole
tukisidos,all,bond
tukisolu,all,support cell
tukisolukko,all,support cell
tukistaa,all,to pull hair
tukistus,all,support
tukisukka,all,cloth
tukitalletus,all,support deposit
tukitoimi,all,support
tukityö,all,subsidized
tukityöllistää,all,support
tukivarsi,all,Support arm
tukka,all,hair
tukkakoskelo,all,jet
tukkalaite,all,lock
tukkamuoti,all,lockout
tukkanuotta,all,block
tukkanuottasilla,all,at loggerheads
tukkanuottasille,all,for the hair of the hair
tukkapölly,all,sturdy
tukkasotka,all,hairy
tukkeentua,all,be blocked
tukkeeseen,all,clogged
tukkeessa,all,bunged-up
tukkeuksiin,all,in clogging
tukkeuksissa,all,in clogging
tukkeuma,all,obstruction
tukkeuttaa,all,clog
tukkeutua,all,to clog
tukkeutuma,all,blockage
tukki,all,log
tukkia,all,to clog
tukkiallas,all,blockage
tukkihumala,all,jumper
tukkiintua,all,clog
tukkijätkä,all,lumberjack
tukkikuorma,all,log load
tukkikämppä,all,blister
tukkikärsäkäs,all,clog
tukkilainen,all,clog
tukkilaiskisat,all,logs
tukkilanssi,all,clogging
tukkilautta,all,log
tukkimetsä,all,timber forest
tukkimiehentäi,all,acknowledgment
tukkimies,all,club
tukkinippu,all,log
tukkipihdit,all,clubs
tukkipuu,all,chuckle
tukkisakset,all,log
tukkisavotta,all,log
tukkisuma,all,log jam
tukkityö,all,log
tukko,all,tuft
tukkoinen,all,stuffy
tukkoisesti,all,stuffy
tukkoisuus,all,congestion
tukkoon,all,blocked
tukku,all,wholesale
tukkualennus,all,wholesale
tukkuhinta,all,trade price
tukkukauppa,all,wholesale
tukkukauppias,all,wholesale dealer
tukkuliike,all,wholesaler
tukkumyyjä,all,distributor
tukkumyynti,all,wholesale
tukkuostaja,all,wholesale
tukkuri,all,chick
tukkutori,all,wholesale
tukos,all,blockage
tukossa,all,blocked
tuku,all,stunning
tularemia,all,ceb
tuleennuttaa,all,ripen
tuleentua,all,become inflamed
tuleentunut,wiki,ripe
tulehduksellinen,all,inflammatory
tulehdus,all,inflammation
tulehduserite,all,inflammatory secretion
tulehduskipulääke,all,anti -NSAID
tulehdusneste,all,inflammatory fluid
tulehduttaa,all,to inflame
tulehtua,all,to go septic
tuleminen,wiki,coming
tulemus,wiki,coming
tulenarka,all,flammable
tulenarkuus,wiki,combustibility
tulenavaus,all,fire
tulenjohtaja,all,spotter
tulenjohto,all,fire
tulenjohtoelin,all,fire
tulenjohtopaikka,all,fire leadership
tulenkestävä,all,fireproof
tulenkuvaus,all,refractory
tulenliekki,all,fire flame
tulenlieska,all,fire flame
tulennielijä,all,fire-eater
tulenpalava,all,fireproof
tulenpunainen,all,recession
tulensiirto,all,fire
tulenteko,all,making fire
tulento,wiki,fire
tuleva,all,future
tulevainen,all,for the future
tulevaisuudenkuva,all,perspective
tulevaisuudennäkymä,all,scenario
tulevaisuudensuunnitelma,all,future plan
tulevaisuudentutkija,all,future researcher
tulevaisuudentutkimus,all,Future research
tulevaisuudenusko,all,faith in the future
tulevaisuus,all,future
tuli,all,fire
tuliainen,all,souvenir
tuliaisjuhla,all,souvenir
tuliannos,all,dose
tuliase,all,firearm
tuliasema,all,emplacement
tuliharjakotinga,wiki,firebag
tulija,all,comer
tulikaste,all,baptism of fire
tulikirjain,all,camp
tulikivenkatkuinen,all,flint
tulikivi,all,brimstone
tulikoe,all,acid test
tulikomento,all,fire
tulikukka,all,tulip
tulikurkkukerttuli,wiki,cucumber
tulikuuma,all,red-hot
tulikärki,wiki,fireplace
tulikärpänen,all,firefly
tulilanka,all,yarn
tulilatva,all,fire
tuliliemi,all,fire
tulilinja,all,firing line
tuliluikku,all,lashing
tulimeri,all,tumor
tulimmainen,all,the hottest
tulimuurahainen,wiki,fragmentary
tulimyrsky,all,storm
tulinen,all,fiery
tulinopeus,all,fire rate
tuliopaali,wiki,baler
tulipallo,all,fireball
tulipalo,all,fire
tulipalokiire,all,fire rush
tulipalopakkanen,all,fire frost
tulipatteri,all,firefighter
tuliperäinen,all,volcanic
tulipesä,all,furnace
tulipesäke,all,firefighter
tulipunainen,all,scarlet
tulirokko,all,scarlet fever
tulirokkoinen,all,scarlet
tulisesti,all,hotly
tulisija,all,hearth
tulisijallinen,all,fireplace
tulisilmäinen,all,fire-eyed
tulisoihtu,all,firefighter
tulistaa,all,superheat
tulistin,all,superheater
tulistua,all,get hot
tulistus,all,foster
tulistuttaa,all,reproduce
tulisuus,all,ardor
tulitaistelu,all,gunfight
tulitauko,all,cease-fire
tuliterä,all,brand-new
tulitiili,all,fire
tulitikku,all,matchstick
tulitikkuaski,all,a match
tulitikkuetiketti,all,match
tulitikkulaatikko,all,matchbox
tulitikkupuntti,all,matchstick
tulitikkupuu,wiki,match
tulitikkurasia,all,matchbox
tulitikkutehdas,all,matchmaker
tulitikli,wiki,matchmaker
tulitoiminta,all,fireworks
tulittaa,all,to strafe
tulituki,all,fire support
tulitus,all,fire
tulium,wiki,fireplace
tuliunikko,wiki,fireplace
tulivaikutus,all,effect
tulivalmistelu,all,fire preparation
tulivoima,all,firepower
tulivoimainen,all,firepower
tulivuorenpurkaus,all,volcanic eruption
tulivuori,all,volcano
tuliylläkkö,all,fire
tulkata,all,to interpret
tulkinnallinen,all,interpretative
tulkinnanvarainen,all,interpretation
tulkinnanvaraisesti,all,in interpretation
tulkinnanvaraisuus,all,interpretation
tulkinta,all,interpretation
tulkintaerimielisyys,all,interpretation of interpretation
tulkintakysymys,all,interpretation
tulkintatapa,all,interpretation
tulkintavaikeus,all,interpretation
tulkita,all,to interpret
tulkitsija,all,interpreter
tulkkaus,all,interpretation
tulkki,all,interpreter
tulkkisanakirja,all,phrase book
tulla,all,to become
tullata,all,to declare
tullaus,all,customization
tullausarvo,all,customs value
tullauttaa,all,dash
tulli,all,customs
tullialue,all,customs area
tulliasema,all,tollbooth
tullihelpotus,all,customs relaxation
tullihuutokauppa,all,auction
tullikamari,all,customs house
tullikäsittely,all,customs
tullilaitos,all,customs
tulliliitto,all,customs union
tullimaksu,all,customs duty
tullimies,all,revenue officer
tullimuuri,all,customs wall
tullinalainen,all,dutiable
tullinalaisuus,all,duties
tullinimike,all,tariff
tullinimikkeistö,all,duties
tullinkanto,all,duty
tullipolitiikka,all,customs policy
tulliportti,wiki,tollgate
tulliraja,all,customs border
tullirikos,all,customs clearance
tulliselvitys,all,customs declaration
tullisopimus,all,customs agreement
tullisuoja,all,customs protection
tullitaksa,all,customs tax
tullitariffi,all,tariff
tullitarkastus,all,customs check
tulliterminaali,all,customs
tullitie,all,toll road
tulliton,all,duti-free
tullittomasti,all,duty-free
tulliunioni,all,customs
tullivalvonta,all,customs
tullivapaa,all,duty-free
tullivarasto,all,customs
tullivene,all,tull
tullivirkailija,all,customs
tullivirkamies,all,customs officer
tulo,all,entry
tuloaika,all,time of arrival
tuloarvio,all,budget
tuloero,all,income gap
tuloerä,all,entry
tuloilma,all,supply air
tulokas,all,newcomer
tulokehitys,all,Income development
tulokertymä,all,entry
tuloksekas,all,fruitful
tuloksellinen,all,effective
tuloksellisesti,all,effectively
tulokseton,all,inconclusive
tuloksettomuus,wiki,unsuccessfulness
tulokulma,wiki,angle
tuloloukku,all,entry
tulolähde,all,source of livelihood
tulomatka,all,entry
tuloneuvottelu,all,entry
tulonjako,all,distribution of income
tulonlähde,all,source of income
tulonmuodostus,all,entry
tulonsaaja,all,entry
tulonsiirto,all,income transfer
tulontasaus,all,entry
tulopoliittinen,all,input
tulopolitiikka,all,incomes policy
tulopäivä,all,Arrival date
tulorahoitus,all,entry
tuloratkaisu,all,revenue solution
tulos,all,result
tulosidonnainen,all,result
tulosija,all,entry
tulosjohtaminen,all,performance management
tuloslaskelma,all,result
tulosluettelo,all,result
tulosopimus,all,entry
tulospalkkaus,all,result
tulospalkkio,all,performance bonus
tulospalvelu,all,profit service
tulostaa,all,to output
tulostaulu,all,result
tulostaulukko,all,kko
tulostavoite,all,result
tuloste,all,printout
tulostehtailija,all,result
tulostehtailu,all,result
tulostilasto,all,result
tulostin,all,printer
tulostua,all,print
tulostus,all,output
tulosuunta,all,entry
tulosvaroitus,all,result
tulosvastuu,all,result
tulosyksikkö,all,score unit
tulotaso,all,income level
tuloutus,all,reinstitution
tulovero,all,income tax
tulpata,all,plugged
tulpittaa,all,to plug
tulppa,all,plug
tulppaani,all,tulip
tulppautua,all,plump up
tulukset,all,tinderbox
tulva,all,flood
tulva-alue,all,floodplain
tulvahtaa,all,to rush
tulvajärvi,all,flood
tulvakausi,all,flood season
tulvakerrostuma,all,flood
tulvakevät,all,flood
tulvakorkeus,all,flood
tulvamaa,all,marshland
tulvaniitty,all,flood
tulvaraja,all,flood
tulvatasanko,wiki,flood
tulvavesi,all,floodwater
tulvehtia,all,come to
tulvia,all,to flood
tulvimaton,wiki,flood
tuma,all,nucleus
tumajyvänen,wiki,Tumajyvanen
tumake,all,nucleus
tumallinen,all,nucleated
tumanjakautuminen,all,stinging
tumaton,wiki,stunning
tumma,all,dark
tummaihoinen,all,wog
tummajunkko,wiki,darker
tummakulmainen,all,dark
tummanharmaa,all,dark gray
tummanpuhuva,all,dark-call
tummanpunainen,all,dark red
tummapintainen,all,dark
tummapukuinen,all,dark dressed
tummaraitakerttu,wiki,darker
tummaraunioinen,wiki,dark
tummarusokki,wiki,darker
tummasilmä,all,dark
tummasilmäinen,all,dark -eyed
tummasävyinen,all,dusky
tummatukka,all,dark hair
tummatukkainen,all,dark haired
tummaverikkö,all,darkness
tummaverinen,all,dark-blooded
tummavetinen,all,dark -water
tummennos,all,darkening
tummennus,all,darkening
tummentaa,all,to darken
tummentua,all,darken
tummua,all,to tarnish
tumpata,all,tummet
tumpeloida,all,whine
tumpelointi,all,tumbling
tumppi,all,shortie
tumppu,all,mitten
tumpula,all,tumult
tunari,all,bungler
tunaroida,all,muff
tunarointi,all,tuning
tundra,all,tundra
tundrakasvi,all,tundrack
tundrakasvillisuus,all,tundra vegetation
tundrakurmitsa,all,tunder
tundraurpiainen,wiki,tundraurpi
tundravyöhyke,all,tundra zone
tungeksia,all,to crowd
tungetella,all,to intrude
tungetteleva,all,meddlesome
tungettelevasti,all,pushed
tungettelevuus,all,crushes
tungettelija,all,interloper
tungettelu,all,intrusion
tungos,all,throng
tungosaika,all,rush hour
tunguusi,wiki,crowd
tunika,all,tunic
tunisialainen,wiki,Tunisian
tunkea,all,cram
tunkeileva,all,intrusive
tunkeilevasti,all,packed
tunkeilevuus,all,bolitity
tunkeilija,all,intruder
tunkeilla,all,to obtrude
tunkeilu,all,intruding
tunkeutua,all,to invade
tunkeutuja,all,intruder
tunkio,all,dunghill
tunkkaantua,all,stumble
tunkkainen,all,stale
tunkkaisuus,all,fug
tunkkautua,all,stumble
tunkki,all,jack
tunkrahvi,all,tunnel
tunku,all,Tunku
tunnari,all,sense
tunne,all,feeling
tunnearvo,all,sentimental value
tunneasia,all,emotional
tunneherkkyys,all,emotionalism
tunneherkkä,all,emotional
tunneihminen,all,emotional person
tunneilmaisu,all,expression
tunneilmasto,all,emotional climate
tunneilmaus,all,emotional expression
tunneittain,all,hourly
tunnekuohu,all,emotion
tunnekylläinen,all,emotional
tunnekylläisesti,all,emotionally
tunnekylläisyys,all,penetration
tunneköyhyys,all,emotional poverty
tunneköyhä,all,emotional
tunnelataus,all,emotional charge
tunneli,all,tunnel
tunneliteltta,all,tunnel
tunnelivarjo,all,tunnel
tunnelma,all,atmosphere
tunnelmakuva,all,mood
tunnelmakuvaus,all,atmosphere
tunnelmallinen,all,atmospheric
tunnelmamusiikki,all,atmosphere
tunnelmaruno,all,atmosphere
tunnelmarunous,all,atmosphere
tunnelmavalaistus,all,atmosphere
tunnelmoida,all,Enjoy the atmosphere
tunnelmointi,all,mood
tunneloida,all,tunnel
tunnelointi,all,tunneling
tunnepatouma,all,feeling
tunnepatoutuma,all,feeling
tunneperäinen,all,emotional
tunneperäisesti,all,emotionally
tunneperäisyys,all,emotional
tunnepitoinen,all,emotive
tunnerekisteri,all,feeling
tunneside,all,emotional tie
tunnesisältö,all,feeling
tunnesuhde,all,feeling
tunnetila,all,emotional state
tunnettu,all,known
tunnettuus,all,notoriety
tunnetusti,all,notoriously
tunnevamma,all,feeling
tunnevammainen,all,feeling
tunneäly,all,emotional intelligence
tunnistaa,all,to recognize
tunnistamaton,wiki,unidentified
tunnistaminen,wiki,identification
tunniste,all,identifier
tunnistetieto,all,identification
tunnistin,all,sensor
tunnistus,wiki,detection
tunnistuskuva,wiki,identification
tunnollinen,all,conscientious
tunnollisesti,all,scrupulously
tunnollisuus,all,conscientiousness
tunnonrauha,all,tunnel
tunnontarkka,all,conscientious
tunnontuska,all,conscience
tunnonvaiva,all,compunction
tunnoton,all,numb
tunnottomuus,all,numbness
tunnukseton,wiki,unmarked
tunnus,all,logo
tunnuskirjain,all,identification letter
tunnuskuva,all,emblem
tunnuskuvio,all,ID pattern
tunnuslause,all,motto
tunnuslevy,all,logo
tunnusluku,all,pin number
tunnusmajakka,all,conventional
tunnusmerkillinen,all,distinctive
tunnusmerkistö,all,characteristory
tunnusmerkki,all,hallmark
tunnusomainen,all,characteristic
tunnussana,all,password
tunnussävel,all,logo
tunnussävelmä,all,signature tune
tunnustaa,all,to confess
tunnustaja,all,acceptor
tunnustamaton,all,todistaa
tunnustaminen,wiki,recognition
tunnustautua,all,to confess
tunnuste,all,acceptance
tunnusteko,all,miracle
tunnustelija,all,pathfinder
tunnustella,all,palpate
tunnustelu,all,sounding
tunnustin,all,recognise
tunnustuksellinen,all,confessional
tunnustuksellisesti,all,confessionally
tunnustuksellisuus,all,confession
tunnustukseton,all,unpredictable
tunnustus,all,recognition
tunnustuskirja,all,recognition
tunnustuskirjallisuus,all,recognition literature
tunnustuspalkinto,all,Recognition Prize
tunnusvalo,all,light
tunnusväri,all,color
tunnuttaa,all,you seem
tunnutus,all,recognition
tunnutusruokinta,all,recognition
tuntea,all,to feel
tunteellinen,all,sentimental
tunteellisesti,all,emotionally
tunteellisuus,all,sentimentality
tunteenilmaisu,all,expression
tunteenilmaus,all,expression
tunteenomainen,all,feeling normal
tunteenomaisesti,all,emotionally
tunteenomaisuus,all,feelings
tunteenpurkaus,all,outburst
tunteensiirto,all,transference
tunteeton,all,insensitive
tunteettomasti,all,eminently
tunteettomuus,all,emotion
tunteikas,all,impassioned
tunteikkaasti,all,emotionally
tunteikkuus,all,emotion
tunteilla,all,to sentimentalize
tunteilu,all,mush
tuntematon,all,unknown
tuntemattomuus,all,unfamiliarity
tuntemus,all,knowledge
tunti,all,hour
tuntiansio,all,hour
tuntihotelli,all,hourly
tuntija,all,connoisseur
tuntijako,all,Dominator
tuntikehys,all,hourgrift
tuntikehysjärjestelmä,all,an hourly framework
tuntilasi,all,your time
tuntimaksu,all,hourly fee
tuntimäärä,all,number of hours
tuntinopeus,all,hour
tuntiopettaja,all,tutor
tuntiosoitin,all,hour hand
tuntipalkka,all,hourly wages
tuntipalkkainen,all,hourly
tuntipalkkalainen,all,hourly wage earner
tuntipalkkio,all,hourly premium
tuntivauhti,all,hourly rate
tuntiviisari,all,hourly
tunto,all,sense
tuntoaisti,all,touch
tuntoaistimus,all,feeling
tuntoelin,all,sensor
tuntohermo,all,sensation nerve
tuntokarva,wiki,sensation
tuntokasvi,all,sensory
tuntokeränen,all,tunnel
tuntolevy,all,sensation
tuntomatto,all,unnecessary
tuntomerkki,all,attribute
tuntopuukasvi,all,tissue
tuntosarvi,all,tentacle
tuntu,all,feel
tuntua,all,to seem
tuntuinen,all,feels
tuntuisesti,all,in a sense of
tuntuisuus,all,feelings
tuntuma,all,touch
tunturi,all,mountain in Lapland
tunturialue,all,mountain area
tunturihaukka,all,library
tunturihiihto,all,fell
tunturihotelli,all,fell hotel
tunturihuippu,all,fell peak
tunturijono,all,fellowship
tunturijärvi,all,Tunturijärvi
tunturikasvi,all,farm plant
tunturikasvillisuus,all,fell vegetation
tunturikihu,all,fell
tunturikiuru,all,shore lark
tunturikoivu,all,feathering
tunturikuru,all,mountain
tunturilampi,all,mountain
tunturilappalainen,all,fell
tunturimaisema,all,mountain landscape
tunturimaja,all,lodge
tunturinhuippu,all,peak
tunturinlaki,all,lime
tunturiopas,all,mountain in Lapland
tunturipaljakka,all,mountain
tunturiporo,all,mountain brook
tunturipuro,all,feather
tunturipöllö,all,prosperity
tunturiretkeily,all,mountain in Lapland
tunturiretki,all,tub
tunturisaamelainen,all,mountain in Lapland
tunturiselänne,all,mountain in Lapland
tunturiseutu,all,fell
tunturisopuli,all,fell
tunturitupa,all,mountain in Lapland
tunturivaellus,all,fellowship
